LoanID,CustomerID,Product,Region,LoanAmount,TermMonths,InterestRate,ApplicationDate,ApprovalDate,ApprovalDays,LoanStatus,RiskBand,OutstandingBalance
L0001487,C002082,Home Improvement,North West,9500,12,18.9,2025-07-17,2025-07-19,2,Active,Low,4271.63
L0001488,C002083,Personal Loan,Scotland,22500,24,7.9,2025-07-14,2025-07-19,5,Active,Low,18448.08
L0001489,C002084,Debt Consolidation,London,25500,12,9.9,2025-07-04,2025-07-09,5,Approved,Low,5442.15
L0001490,C002086,Home Improvement,London,23000,60,7.9,2026-02-21,2026-02-24,3,Active,High,7959.46
L0001491,C002087,Car Finance,South East,27000,24,12.9,2025-05-29,2025-06-01,3,Active,Medium,12719.67
L0001492,C002088,Personal Loan,South East,17000,36,18.9,2025-03-15,2025-03-19,4,Active,Low,15987.27
L0001493,C002090,Home Improvement,South West,2500,60,12.9,2026-01-06,2026-01-10,4,Closed,High,0
L0001494,C002091,Debt Consolidation,South East,8500,24,12.9,2025-07-24,2025-07-31,7,Closed,Low,0
L0001495,C002092,Personal Loan,Wales,15000,24,7.9,2025-10-16,2025-10-20,4,Active,Medium,3374.15
L0001496,C002093,Home Improvement,Scotland,28000,60,9.9,2025-03-18,2025-03-24,6,Active,Medium,26381.29
L0001497,C002096,Personal Loan,London,10000,48,18.9,2026-04-05,2026-04-11,6,Closed,Medium,0
L0001498,C002097,Personal Loan,Scotland,6500,24,12.9,2025-07-19,2025-07-24,5,Active,Low,3124.82
L0001499,C002098,Debt Consolidation,Wales,23000,48,15.9,2026-03-04,2026-03-06,2,Active,Low,12869.3
L0001500,C002099,Debt Consolidation,South East,12000,48,9.9,2025-09-16,2025-09-20,4,Closed,Low,0
L0001501,C002100,Debt Consolidation,Scotland,6000,60,18.9,2025-01-30,2025-02-04,5,Closed,Low,0
L0001502,C002101,Personal Loan,Scotland,27000,60,18.9,2025-11-22,2025-11-26,4,Approved,Medium,11444.47
L0001503,C002102,Debt Consolidation,North West,7500,12,7.9,2025-07-13,2025-07-17,4,Active,Medium,6112.82
L0001504,C002103,Car Finance,South East,15000,36,7.9,2025-07-12,2025-07-14,2,Closed,Low,0
L0001505,C002104,Home Improvement,London,14500,12,7.9,2025-03-28,2025-04-02,5,Closed,Medium,0
L0001506,C002105,Car Finance,London,24000,12,18.9,2025-11-08,2025-11-12,4,Closed,Medium,0
L0001507,C002106,Car Finance,Wales,15500,36,9.9,2025-07-15,2025-07-18,3,Defaulted,Low,4007.91
L0001508,C002107,Car Finance,Midlands,2500,48,18.9,2025-07-22,2025-07-25,3,Active,Low,2375.53
L0001509,C002109,Personal Loan,Scotland,11500,60,15.9,2026-03-21,2026-03-25,4,Active,Low,3350.07
L0001510,C002110,Home Improvement,Scotland,18000,36,9.9,2025-02-21,2025-02-23,2,Active,Low,8677.43
L0001511,C002112,Personal Loan,Scotland,26000,36,18.9,2025-10-31,2025-11-05,5,Closed,Low,0
L0001512,C002113,Home Improvement,Midlands,23000,60,15.9,2025-12-10,2025-12-12,2,Defaulted,Low,6414.38
L0001513,C002115,Debt Consolidation,South East,5000,12,18.9,2025-06-18,2025-06-20,2,Active,Low,4830.95
L0001514,C002117,Car Finance,Wales,29500,48,12.9,2026-05-01,2026-05-04,3,Closed,Low,0
L0001515,C002118,Car Finance,Scotland,18000,36,7.9,2025-06-26,2025-06-30,4,Active,Medium,11641.46
L0001516,C002119,Car Finance,Wales,5000,60,12.9,2026-02-07,2026-02-13,6,Active,Low,2312.05
L0001517,C002120,Home Improvement,Midlands,24500,24,9.9,2025-04-23,2025-04-28,5,Closed,Low,0
L0001518,C002121,Home Improvement,North West,8000,24,7.9,2025-12-15,2025-12-23,8,Active,Low,1775.41
L0001519,C002122,Car Finance,Wales,10000,12,12.9,2025-01-29,2025-02-03,5,Active,Low,4867.87
L0001520,C002123,Home Improvement,Scotland,16500,60,9.9,2025-05-26,2025-05-30,4,Active,Medium,12833.07
L0001521,C002125,Home Improvement,Scotland,29500,60,12.9,2025-07-23,2025-07-26,3,Active,Medium,15379.59
L0001522,C002127,Debt Consolidation,Midlands,2500,36,15.9,2025-06-27,2025-07-03,6,Active,Low,2076.76
L0001523,C002128,Home Improvement,South West,3000,60,18.9,2026-01-30,2026-02-03,4,Active,High,2899.93
L0001524,C002131,Personal Loan,North West,18000,60,12.9,2025-05-30,2025-06-04,5,Closed,Medium,0
L0001525,C002133,Home Improvement,Wales,2500,60,18.9,2025-12-16,2025-12-22,6,Active,Medium,926.22
L0001526,C002134,Home Improvement,London,23500,48,18.9,2025-10-16,2025-10-20,4,Approved,Low,18054.74
L0001527,C002137,Home Improvement,South West,22000,24,9.9,2025-11-04,2025-11-09,5,Defaulted,Low,7264.2
L0001528,C002139,Car Finance,South West,29000,12,15.9,2025-10-14,2025-10-17,3,Active,Medium,5855.28
L0001529,C002140,Debt Consolidation,Scotland,15500,12,9.9,2025-08-07,2025-08-15,8,Active,Low,5892.2
L0001530,C002141,Personal Loan,Midlands,2000,24,9.9,2026-03-05,2026-03-08,3,Active,High,758.88
L0001531,C002142,Home Improvement,London,4500,60,18.9,2025-04-24,2025-04-30,6,Active,Low,3561.61
L0001532,C002144,Debt Consolidation,Scotland,23500,36,7.9,2025-05-14,2025-05-19,5,Defaulted,Medium,18014.28
L0001533,C002146,Car Finance,South East,4500,24,7.9,2026-03-20,2026-03-25,5,Approved,Medium,777.21
L0001534,C002150,Car Finance,Wales,3500,24,15.9,2026-05-23,2026-05-27,4,Defaulted,Low,661.54
L0001535,C002151,Personal Loan,Wales,17000,12,12.9,2026-01-08,2026-01-16,8,Closed,Low,0
L0001536,C002152,Car Finance,London,27000,60,9.9,2026-04-28,2026-04-29,1,Active,Low,7139.66
L0001537,C002153,Car Finance,Scotland,9000,36,9.9,2025-04-07,2025-04-13,6,Active,Low,4615.44
L0001538,C002155,Debt Consolidation,South West,27000,48,9.9,2025-05-04,2025-05-08,4,Active,Medium,16456.92
L0001539,C002156,Home Improvement,London,17500,36,9.9,2026-03-07,2026-03-11,4,Active,Low,13531.27
L0001540,C002157,Personal Loan,Scotland,11000,24,15.9,2025-03-16,2025-03-18,2,Approved,High,2199.0
L0001541,C002159,Home Improvement,Scotland,5500,60,7.9,2025-09-07,2025-09-12,5,Active,Low,5328.6
L0001542,C002160,Home Improvement,North West,25500,36,7.9,2026-05-10,2026-05-16,6,Active,Low,13845.33
L0001543,C002163,Debt Consolidation,Scotland,17500,12,18.9,2025-12-28,2026-01-01,4,Active,Low,11832.18
L0001544,C002165,Personal Loan,Midlands,20500,36,7.9,2025-03-28,2025-03-31,3,Closed,Low,0
L0001545,C002166,Personal Loan,South East,13000,48,18.9,2025-07-08,2025-07-13,5,Active,Low,3325.12
L0001546,C002167,Personal Loan,Scotland,21000,48,7.9,2025-03-10,2025-03-16,6,Active,High,12050.6
L0001547,C002170,Personal Loan,North West,3500,60,9.9,2025-12-06,2025-12-09,3,Active,Medium,2236.12
L0001548,C002171,Car Finance,Scotland,15000,24,12.9,2025-08-22,2025-08-29,7,Delinquent,Low,9895.66
L0001549,C002172,Personal Loan,South East,6000,48,7.9,2026-03-20,2026-03-28,8,Active,Low,2319.6
L0001550,C002173,Home Improvement,Midlands,11500,60,7.9,2026-03-26,2026-04-01,6,Active,Low,3986.95
L0001551,C002176,Car Finance,London,18000,48,7.9,2026-05-20,2026-05-26,6,Approved,Low,12649.12
L0001552,C002177,Personal Loan,North West,2500,48,7.9,2025-09-27,2025-09-30,3,Active,Low,1581.62
L0001553,C002178,Home Improvement,Midlands,26500,48,12.9,2025-09-12,2025-09-16,4,Active,Low,24054.57
L0001554,C002179,Car Finance,Wales,5000,60,15.9,2026-04-19,2026-04-21,2,Delinquent,High,1333.85
L0001555,C002180,Personal Loan,South West,15500,12,15.9,2026-02-24,2026-03-02,6,Defaulted,Medium,9089.72
L0001556,C002181,Car Finance,North West,27500,48,18.9,2025-04-30,2025-05-05,5,Active,Medium,10197.35
L0001557,C002182,Debt Consolidation,Wales,22500,24,9.9,2026-04-16,2026-04-21,5,Active,Medium,9169.73
L0001558,C002183,Car Finance,London,5500,12,15.9,2026-04-12,2026-04-20,8,Active,High,2756.73
L0001559,C002184,Debt Consolidation,North West,4000,36,12.9,2025-11-05,2025-11-07,2,Closed,Medium,0
L0001560,C002185,Home Improvement,Wales,8000,48,15.9,2025-08-21,2025-08-26,5,Active,Low,6639.15
L0001561,C002186,Personal Loan,Scotland,23500,48,7.9,2026-04-13,2026-04-18,5,Active,High,12851.44
L0001562,C002187,Debt Consolidation,Midlands,8000,24,18.9,2025-11-24,2025-12-02,8,Active,Medium,5034.83
L0001563,C002189,Car Finance,Midlands,17500,24,18.9,2025-09-29,2025-10-06,7,Active,Low,14965.42
L0001564,C002190,Debt Consolidation,South East,9500,24,18.9,2026-01-05,2026-01-11,6,Active,Medium,6643.93
L0001565,C002192,Debt Consolidation,Wales,8500,24,9.9,2025-09-16,2025-09-20,4,Delinquent,Low,3528.79
L0001566,C002193,Debt Consolidation,South East,11000,24,12.9,2025-05-27,2025-05-31,4,Active,Low,7123.98
L0001567,C002194,Home Improvement,Midlands,16000,48,18.9,2026-02-22,2026-02-26,4,Delinquent,Medium,5980.74
L0001568,C002196,Car Finance,Wales,16000,36,15.9,2026-01-23,2026-01-28,5,Active,High,3821.94
L0001569,C002199,Car Finance,Wales,27500,48,18.9,2025-02-10,2025-02-11,1,Defaulted,Low,13738.9
L0001570,C002200,Car Finance,Wales,6500,48,12.9,2025-09-08,2025-09-16,8,Active,Low,4247.63
L0001571,C002201,Home Improvement,South East,7500,24,15.9,2025-07-23,2025-07-28,5,Active,Medium,6471.2
L0001572,C002202,Car Finance,Wales,5000,36,7.9,2025-02-10,2025-02-15,5,Active,High,4786.25
L0001573,C002203,Home Improvement,Midlands,12500,24,7.9,2025-11-14,2025-11-16,2,Delinquent,High,3323.46
L0001574,C002206,Car Finance,South East,2000,24,18.9,2025-04-15,2025-04-18,3,Active,High,1221.61
L0001575,C002207,Personal Loan,North West,9500,60,18.9,2025-11-15,2025-11-22,7,Delinquent,Low,3387.82
L0001576,C002208,Debt Consolidation,Midlands,14000,48,12.9,2026-04-13,2026-04-15,2,Closed,Medium,0
L0001577,C002209,Personal Loan,London,25000,60,7.9,2025-06-13,2025-06-18,5,Active,High,23431.54
L0001578,C002210,Personal Loan,Scotland,27500,12,9.9,2025-02-14,2025-02-20,6,Closed,Low,0
L0001579,C002211,Home Improvement,South West,8000,24,9.9,2026-01-05,2026-01-09,4,Closed,Low,0
L0001580,C002213,Debt Consolidation,South East,17000,24,15.9,2025-09-14,2025-09-19,5,Active,Low,13623.88
L0001581,C002215,Home Improvement,Scotland,9500,24,18.9,2026-02-13,2026-02-18,5,Active,Low,7980.14
L0001582,C002216,Personal Loan,Scotland,14500,48,18.9,2025-09-01,2025-09-05,4,Active,High,7402.62
L0001583,C002217,Home Improvement,Scotland,12500,36,15.9,2025-11-29,2025-12-06,7,Active,Medium,9335.36
L0001584,C002218,Home Improvement,Wales,27000,60,7.9,2026-01-19,2026-01-22,3,Active,Low,13368.32
L0001585,C002219,Car Finance,Scotland,4000,36,15.9,2026-03-25,2026-03-31,6,Active,Low,3308.57
L0001586,C002221,Car Finance,South West,28000,60,12.9,2025-06-05,2025-06-10,5,Active,Medium,17819.93
L0001587,C002223,Personal Loan,Scotland,26500,24,12.9,2025-04-03,2025-04-06,3,Active,Medium,19802.69
L0001588,C002224,Car Finance,North West,6000,60,18.9,2025-03-20,2025-03-24,4,Active,Low,4367.22
L0001589,C002225,Car Finance,Midlands,28500,12,18.9,2025-02-23,2025-02-26,3,Delinquent,Medium,19343.73
L0001590,C002227,Home Improvement,Midlands,23000,36,15.9,2025-02-27,2025-03-03,4,Active,Low,7904.44
L0001591,C002228,Personal Loan,London,18000,36,18.9,2025-04-29,2025-05-05,6,Active,Low,15830.94
L0001592,C002229,Car Finance,North West,19000,48,12.9,2025-08-24,2025-09-01,8,Active,Medium,18219.18
L0001593,C002230,Personal Loan,North West,18500,12,15.9,2025-12-01,2025-12-04,3,Active,Medium,5325.21
L0001594,C002231,Personal Loan,Scotland,18500,12,12.9,2025-02-06,2025-02-11,5,Active,Medium,17216.74
L0001595,C002232,Home Improvement,Wales,21500,12,15.9,2025-05-15,2025-05-18,3,Closed,Medium,0
L0001596,C002235,Debt Consolidation,Midlands,5000,36,7.9,2026-03-27,2026-04-03,7,Active,Low,4229.32
L0001597,C002238,Debt Consolidation,North West,11000,60,7.9,2025-07-01,2025-07-07,6,Closed,Low,0
L0001598,C002239,Debt Consolidation,London,11500,36,15.9,2025-09-11,2025-09-17,6,Delinquent,Low,8176.6
L0001599,C002240,Home Improvement,South West,11500,24,7.9,2025-10-25,2025-10-31,6,Active,Low,10622.62
L0001600,C002241,Personal Loan,South East,22500,60,15.9,2025-04-08,2025-04-16,8,Active,Low,18308.46
L0001601,C002242,Personal Loan,South West,27000,60,9.9,2026-03-20,2026-03-23,3,Approved,Low,5267.55
L0001602,C002243,Personal Loan,London,28000,48,18.9,2025-04-05,2025-04-11,6,Closed,Low,0
L0001603,C002245,Debt Consolidation,South West,24000,36,18.9,2025-04-14,2025-04-16,2,Closed,Low,0
L0001604,C002246,Personal Loan,Midlands,4500,24,15.9,2025-03-11,2025-03-13,2,Active,High,2870.1
L0001605,C002247,Car Finance,Scotland,9500,36,7.9,2025-10-02,2025-10-09,7,Closed,Medium,0
L0001606,C002249,Home Improvement,London,12500,12,9.9,2025-11-07,2025-11-12,5,Defaulted,Medium,10910.3
L0001607,C002253,Home Improvement,South West,14000,60,9.9,2025-02-26,2025-03-06,8,Approved,Medium,10429.72
L0001608,C002254,Home Improvement,South East,25000,12,18.9,2025-10-21,2025-10-25,4,Active,Medium,21104.28
L0001609,C002255,Debt Consolidation,North West,4500,60,7.9,2025-11-28,2025-12-02,4,Active,Medium,3321.0
L0001610,C002256,Car Finance,North West,24000,12,18.9,2025-04-30,2025-05-02,2,Active,Low,14322.95
L0001611,C002257,Car Finance,South East,9000,60,7.9,2025-03-07,2025-03-12,5,Active,Low,2399.88
L0001612,C002258,Personal Loan,South East,27000,36,7.9,2025-12-06,2025-12-13,7,Active,Low,20076.18
L0001613,C002259,Debt Consolidation,North West,23000,12,12.9,2026-04-02,2026-04-07,5,Delinquent,Low,20122.1
L0001614,C002260,Debt Consolidation,Midlands,9000,48,15.9,2026-02-20,2026-02-25,5,Active,Low,5894.24
L0001615,C002262,Car Finance,Midlands,27500,24,7.9,2025-05-08,2025-05-10,2,Delinquent,Medium,4955.53
L0001616,C002263,Debt Consolidation,North West,13000,48,7.9,2025-03-04,2025-03-06,2,Closed,Low,0
L0001617,C002264,Personal Loan,South West,8000,36,9.9,2025-02-06,2025-02-14,8,Active,Low,5608.88
L0001618,C002265,Debt Consolidation,Scotland,3500,48,12.9,2025-12-29,2026-01-03,5,Active,Low,2941.91
L0001619,C002266,Debt Consolidation,South East,29500,12,7.9,2025-10-13,2025-10-17,4,Active,Low,14929.89
L0001620,C002268,Home Improvement,South West,3000,48,9.9,2026-05-23,2026-05-28,5,Closed,Low,0
L0001621,C002269,Debt Consolidation,London,6000,48,12.9,2025-09-08,2025-09-14,6,Active,Low,2712.52
L0001622,C002271,Personal Loan,Midlands,25500,48,18.9,2025-08-19,2025-08-25,6,Closed,Low,0
L0001623,C002272,Car Finance,Midlands,8000,48,15.9,2025-11-23,2025-11-26,3,Active,Low,6238.13
L0001624,C002273,Personal Loan,London,4500,60,15.9,2026-01-01,2026-01-04,3,Active,Low,3063.03
L0001625,C002274,Car Finance,South West,27000,24,18.9,2025-10-08,2025-10-13,5,Delinquent,Medium,13251.08
L0001626,C002275,Home Improvement,London,6000,24,15.9,2025-06-14,2025-06-19,5,Active,High,3452.75
L0001627,C002276,Home Improvement,Wales,8000,36,15.9,2025-07-10,2025-07-11,1,Active,Medium,7666.11
L0001628,C002278,Personal Loan,South East,5500,60,18.9,2025-10-10,2025-10-14,4,Active,Medium,3298.06
L0001629,C002280,Car Finance,North West,3000,24,18.9,2025-08-02,2025-08-09,7,Active,Low,1608.91
L0001630,C002281,Car Finance,Wales,4000,60,18.9,2026-04-21,2026-04-28,7,Active,Low,2836.08
L0001631,C002283,Personal Loan,South West,25500,24,18.9,2026-02-03,2026-02-09,6,Closed,High,0
L0001632,C002284,Home Improvement,South West,25500,60,12.9,2025-03-02,2025-03-07,5,Active,Medium,24429.35
L0001633,C002285,Car Finance,South West,4000,48,12.9,2026-05-24,2026-05-30,6,Closed,Medium,0
L0001634,C002286,Personal Loan,North West,4000,48,15.9,2026-02-27,2026-03-06,7,Active,Low,1160.17
L0001635,C002287,Car Finance,Scotland,7500,12,12.9,2026-02-02,2026-02-09,7,Active,Low,3232.77
L0001636,C002288,Car Finance,North West,5500,36,7.9,2025-05-04,2025-05-08,4,Defaulted,Medium,5199.66
L0001637,C002289,Debt Consolidation,North West,28000,48,12.9,2025-11-11,2025-11-16,5,Approved,High,21525.74
L0001638,C002293,Debt Consolidation,South West,29500,12,18.9,2025-09-13,2025-09-20,7,Active,Low,4746.52
L0001639,C002294,Home Improvement,Scotland,5000,48,9.9,2025-07-19,2025-07-23,4,Closed,High,0
L0001640,C002295,Personal Loan,London,20500,48,9.9,2026-02-06,2026-02-07,1,Active,Medium,8609.8
L0001641,C002296,Home Improvement,Scotland,24000,24,12.9,2025-07-30,2025-08-04,5,Approved,Low,14696.72
L0001642,C002299,Car Finance,Wales,3000,60,12.9,2026-05-20,2026-05-24,4,Active,Low,2634.46
L0001643,C002302,Debt Consolidation,Wales,14500,24,7.9,2026-01-30,2026-02-06,7,Closed,Low,0
L0001644,C002303,Home Improvement,South West,29000,12,15.9,2026-04-06,2026-04-11,5,Approved,Medium,18936.3
L0001645,C002304,Debt Consolidation,Scotland,18500,12,7.9,2026-05-14,2026-05-17,3,Approved,Low,11121.4
L0001646,C002305,Personal Loan,South East,27000,12,12.9,2026-04-21,2026-04-25,4,Closed,Medium,0
L0001647,C002306,Car Finance,South West,29500,60,18.9,2025-09-08,2025-09-12,4,Active,High,21063.2
L0001648,C002307,Car Finance,North West,16000,48,9.9,2025-10-04,2025-10-09,5,Active,High,8888.6
L0001649,C002308,Car Finance,Midlands,15500,60,7.9,2026-06-05,2026-06-08,3,Active,Low,2511.54
L0001650,C002309,Home Improvement,North West,23000,12,7.9,2026-06-05,2026-06-09,4,Defaulted,Medium,7260.98
L0001651,C002312,Debt Consolidation,Wales,28500,36,12.9,2026-04-11,2026-04-17,6,Approved,Low,11772.3
L0001652,C002313,Car Finance,Wales,24500,24,12.9,2025-04-30,2025-05-03,3,Active,High,5538.82
L0001653,C002314,Personal Loan,London,27000,36,9.9,2026-02-19,2026-02-24,5,Active,Low,18432.36
L0001654,C002315,Personal Loan,North West,25500,60,15.9,2025-11-21,2025-11-26,5,Active,Medium,22461.61
L0001655,C002316,Car Finance,Scotland,5500,48,12.9,2025-01-10,2025-01-17,7,Active,Low,4688.92
L0001656,C002317,Home Improvement,Midlands,20500,48,7.9,2025-05-16,2025-05-22,6,Closed,Medium,0
L0001657,C002318,Car Finance,North West,24000,36,7.9,2025-12-19,2025-12-25,6,Active,Low,16348.58
L0001658,C002319,Home Improvement,Wales,15500,12,7.9,2025-03-04,2025-03-11,7,Closed,Low,0
L0001659,C002320,Car Finance,London,16000,36,9.9,2025-04-02,2025-04-07,5,Active,High,10402.96
L0001660,C002321,Car Finance,Midlands,16000,12,15.9,2025-12-02,2025-12-05,3,Active,High,4361.42
L0001661,C002322,Home Improvement,South West,9000,60,7.9,2025-01-24,2025-01-28,4,Active,Low,4962.24
L0001662,C002325,Debt Consolidation,South West,7000,48,15.9,2026-04-19,2026-04-22,3,Closed,Low,0
L0001663,C002326,Car Finance,London,22000,48,15.9,2025-08-19,2025-08-24,5,Active,Medium,9087.75
L0001664,C002327,Personal Loan,North West,15000,36,9.9,2025-09-25,2025-09-29,4,Active,Low,13651.5
L0001665,C002328,Debt Consolidation,London,4500,36,12.9,2025-05-08,2025-05-09,1,Closed,Medium,0
L0001666,C002330,Personal Loan,Wales,18500,36,7.9,2026-04-07,2026-04-14,7,Active,Medium,5487.16
L0001667,C002332,Car Finance,Midlands,5500,36,12.9,2025-05-05,2025-05-09,4,Delinquent,Medium,4331.99
L0001668,C002333,Personal Loan,London,27500,48,12.9,2025-02-16,2025-02-21,5,Active,Low,26619.81
L0001669,C002334,Debt Consolidation,London,16500,24,7.9,2025-06-29,2025-07-02,3,Active,Low,14830.33
L0001670,C002335,Debt Consolidation,London,13500,24,12.9,2025-04-16,2025-04-19,3,Closed,Low,0
L0001671,C002336,Debt Consolidation,London,4500,48,18.9,2025-12-22,2025-12-26,4,Approved,Medium,2403.91
L0001672,C002337,Car Finance,London,24000,36,18.9,2025-08-12,2025-08-17,5,Active,Medium,18516.7
L0001673,C002338,Debt Consolidation,London,22000,48,18.9,2025-11-27,2025-11-29,2,Active,Medium,10173.07
L0001674,C002339,Debt Consolidation,Wales,21500,60,9.9,2025-04-08,2025-04-13,5,Defaulted,Low,15006.59
L0001675,C002340,Car Finance,Wales,2000,24,9.9,2025-01-28,2025-02-02,5,Closed,Low,0
L0001676,C002341,Home Improvement,London,13000,12,12.9,2026-03-29,2026-04-02,4,Active,High,8001.4
L0001677,C002343,Debt Consolidation,North West,24000,24,15.9,2025-07-13,2025-07-16,3,Active,Low,23513.03
L0001678,C002344,Car Finance,North West,8500,36,7.9,2025-07-04,2025-07-11,7,Defaulted,Low,4775.37
L0001679,C002346,Car Finance,South West,9500,36,9.9,2026-01-16,2026-01-19,3,Active,Medium,5387.42
L0001680,C002347,Car Finance,Midlands,2000,12,18.9,2025-12-16,2025-12-18,2,Closed,Low,0
L0001681,C002348,Home Improvement,London,21500,48,12.9,2025-11-20,2025-11-24,4,Active,Low,10780.05
L0001682,C002349,Debt Consolidation,North West,5000,48,9.9,2025-11-07,2025-11-13,6,Active,Low,3620.77
L0001683,C002350,Personal Loan,Wales,26500,60,18.9,2025-05-10,2025-05-14,4,Approved,Low,15902.08
L0001684,C002351,Car Finance,North West,14500,48,15.9,2025-07-08,2025-07-12,4,Approved,Low,5406.87
L0001685,C002352,Car Finance,North West,27500,48,7.9,2026-01-22,2026-01-26,4,Delinquent,Low,23186.57
L0001686,C002353,Home Improvement,Wales,15500,36,18.9,2026-03-09,2026-03-16,7,Active,Low,9076.38
L0001687,C002354,Debt Consolidation,South East,25500,48,12.9,2026-01-28,2026-01-30,2,Approved,Low,19706.85
L0001688,C002355,Car Finance,South East,12000,48,15.9,2025-12-30,2026-01-05,6,Approved,Medium,4912.95
L0001689,C002356,Car Finance,North West,21500,36,18.9,2025-12-03,2025-12-07,4,Closed,Medium,0
L0001690,C002357,Personal Loan,South West,6000,48,7.9,2025-08-15,2025-08-21,6,Closed,Medium,0
L0001691,C002360,Debt Consolidation,South East,14500,36,7.9,2025-08-27,2025-09-01,5,Active,High,7509.98
L0001692,C002361,Home Improvement,South East,15000,60,9.9,2025-03-17,2025-03-20,3,Delinquent,Low,4938.15
L0001693,C002362,Home Improvement,Wales,28500,12,12.9,2025-12-02,2025-12-04,2,Delinquent,Medium,9346.14
L0001694,C002364,Personal Loan,South West,6500,60,7.9,2025-07-11,2025-07-15,4,Active,Low,2132.59
L0001695,C002365,Debt Consolidation,South West,27500,48,15.9,2026-02-22,2026-02-26,4,Approved,Medium,24396.95
L0001696,C002367,Home Improvement,South East,6500,12,7.9,2025-09-08,2025-09-11,3,Delinquent,Low,5365.08
L0001697,C002368,Personal Loan,South West,4500,36,9.9,2025-08-06,2025-08-13,7,Approved,Low,2801.62
L0001698,C002369,Home Improvement,South East,18500,12,7.9,2025-07-13,2025-07-19,6,Active,Low,11260.98
L0001699,C002370,Car Finance,Wales,25500,48,15.9,2025-10-17,2025-10-23,6,Active,Low,7838.38
L0001700,C002371,Personal Loan,Wales,5500,60,7.9,2026-04-10,2026-04-16,6,Active,High,4504.9
L0001701,C002372,Personal Loan,South West,16500,60,7.9,2025-03-17,2025-03-20,3,Closed,Low,0
L0001702,C002373,Car Finance,South West,27500,24,18.9,2025-07-09,2025-07-15,6,Active,Low,22693.06
L0001703,C002375,Personal Loan,London,6500,60,9.9,2025-03-31,2025-04-04,4,Active,High,5821.16
L0001704,C002379,Debt Consolidation,North West,5500,36,7.9,2026-05-17,2026-05-22,5,Active,High,4830.45
L0001705,C002381,Car Finance,Scotland,10000,48,15.9,2025-06-04,2025-06-08,4,Closed,Low,0
L0001706,C002382,Home Improvement,North West,14500,12,9.9,2026-03-26,2026-04-01,6,Active,High,4012.38
L0001707,C002383,Debt Consolidation,Wales,23000,12,7.9,2025-05-17,2025-05-21,4,Active,Low,7246.48
L0001708,C002384,Debt Consolidation,London,15500,48,15.9,2025-12-31,2026-01-09,9,Approved,Medium,10552.71
L0001709,C002386,Personal Loan,Midlands,24000,60,7.9,2025-01-07,2025-01-11,4,Active,Low,8974.45
L0001710,C002387,Home Improvement,North West,13000,36,9.9,2025-12-30,2026-01-04,5,Approved,Low,8522.81
L0001711,C002388,Personal Loan,Midlands,13000,48,18.9,2025-09-06,2025-09-10,4,Closed,Medium,0
L0001712,C002390,Debt Consolidation,Midlands,22000,24,15.9,2026-04-07,2026-04-14,7,Closed,Low,0
L0001713,C002391,Home Improvement,Midlands,12500,12,7.9,2026-05-16,2026-05-22,6,Active,Low,12082.2
L0001714,C002393,Debt Consolidation,South West,3500,12,12.9,2025-02-08,2025-02-13,5,Closed,Low,0
L0001715,C002394,Home Improvement,North West,2500,48,12.9,2025-06-23,2025-06-28,5,Closed,Low,0
L0001716,C002395,Car Finance,South West,12000,24,15.9,2025-07-10,2025-07-15,5,Approved,Low,10803.53
L0001717,C002397,Home Improvement,South West,19000,36,7.9,2025-07-11,2025-07-17,6,Active,Medium,9340.78
L0001718,C002398,Personal Loan,South East,7000,24,12.9,2025-10-14,2025-10-17,3,Approved,Low,1835.51
L0001719,C002400,Personal Loan,North West,24000,60,12.9,2025-10-15,2025-10-18,3,Active,Medium,21303.63
L0001720,C002401,Car Finance,London,23500,24,15.9,2025-03-06,2025-03-11,5,Active,Medium,21407.6
L0001721,C002402,Home Improvement,North West,3500,60,18.9,2025-01-17,2025-01-26,9,Active,Low,2096.76
L0001722,C002403,Personal Loan,South West,25500,60,12.9,2025-06-12,2025-06-15,3,Closed,Low,0
L0001723,C002405,Personal Loan,South East,6500,48,15.9,2026-04-01,2026-04-06,5,Active,Low,2239.28
L0001724,C002406,Personal Loan,Wales,25000,24,9.9,2025-04-22,2025-04-26,4,Approved,High,9675.42
L0001725,C002407,Personal Loan,Wales,16000,12,15.9,2025-05-19,2025-05-26,7,Closed,Low,0
L0001726,C002408,Debt Consolidation,Wales,22500,48,18.9,2026-04-16,2026-04-21,5,Delinquent,High,17622.52
L0001727,C002409,Home Improvement,Wales,29000,12,15.9,2026-04-29,2026-05-04,5,Approved,Low,26178.24
L0001728,C002410,Car Finance,South East,25000,24,12.9,2026-03-03,2026-03-08,5,Delinquent,Medium,18173.64
L0001729,C002411,Car Finance,North West,8000,12,9.9,2025-10-23,2025-10-28,5,Closed,Low,0
L0001730,C002412,Home Improvement,Wales,14500,48,7.9,2026-04-19,2026-04-25,6,Closed,Medium,0
L0001731,C002413,Debt Consolidation,South West,25000,24,12.9,2025-07-05,2025-07-09,4,Active,Low,14858.55
L0001732,C002415,Personal Loan,London,17000,24,9.9,2025-03-02,2025-03-08,6,Active,Low,3352.66
L0001733,C002416,Debt Consolidation,South West,3000,24,9.9,2026-03-14,2026-03-18,4,Closed,Low,0
L0001734,C002417,Car Finance,Wales,15000,60,15.9,2025-02-17,2025-02-22,5,Active,Low,8428.95
